,store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost
10965,91,武汉,线上,Female,50-54,Weekend,运动,1,149.0,1,1,49
10966,168,武汉,线下,Male,35-39,Weekend,短裤,1,33.0,1,1,19
10967,496,上海,线下,Female,40-44,Weekday,T恤,1,99.0,1,1,49
10968,248,杭州,线下,Female,30-34,Weekend,T恤,1,99.0,1,1,49
10969,46,武汉,线下,Female,30-34,Weekend,袜子,1,27.0,1,1,9
10970,658,深圳,线下,Female,35-39,Weekend,T恤,2,176.0,2,2,49
10971,479,深圳,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
10972,429,西安,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
10973,442,西安,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
10974,669,重庆,线下,Male,40-44,Weekday,运动,1,39.0,1,1,49
10975,520,杭州,线下,Female,20-24,Weekend,运动,1,59.0,1,1,49
10976,32,武汉,线上,Male,30-34,Weekday,配件,1,79.0,1,1,29
10977,399,广州,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
10978,420,广州,线上,Male,20-24,Weekend,T恤,1,99.0,1,1,49
10979,399,广州,线下,Male,25-29,Weekend,当季新品,2,316.0,2,4,59
10980,315,武汉,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
10981,335,上海,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
10982,231,广州,线下,Female,35-39,Weekday,毛衣,1,149.0,1,1,99
10983,46,武汉,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
10984,229,深圳,线下,Female,25-29,Weekend,裙子,4,646.0,4,4,59
10985,98,成都,线下,Male,50-54,Weekend,配件,1,94.0,1,1,29
10986,28,武汉,线上,Female,40-44,Weekday,T恤,1,99.0,1,1,49
10987,375,广州,线上,Female,30-34,Weekend,T恤,4,316.0,4,4,49
10988,758,杭州,线下,Female,40-44,Weekday,T恤,1,99.0,1,1,49
10989,98,成都,线下,Female,35-39,Weekday,牛仔裤,1,39.0,1,1,69
10990,32,武汉,线上,Male,<20,Weekend,短裤,1,33.0,1,1,19
10991,21,北京,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
10992,658,深圳,线下,Female,30-34,Weekend,T恤,1,78.0,1,1,49
10993,91,武汉,线上,Female,>=60,Weekday,T恤,1,99.0,1,1,49
10994,315,武汉,线下,Female,45-49,Weekend,T恤,1,59.0,1,1,49
10995,98,成都,线下,Female,55-59,Weekday,毛衣,1,99.0,1,1,99
10996,255,杭州,线下,Male,20-24,Weekday,袜子,1,79.0,1,1,9
10997,759,重庆,线下,Female,45-49,Weekday,T恤,1,99.0,1,1,49
10998,737,深圳,线下,Female,30-34,Weekend,T恤,3,157.0,3,3,49
10999,737,深圳,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
11000,70,深圳,线下,Female,30-34,Weekend,T恤,1,99.0,1,1,49
11001,50,武汉,线上,Female,25-29,Weekday,袜子,1,19.0,1,1,9
11002,28,武汉,线上,Female,40-44,Weekday,T恤,2,195.0,2,2,49
11003,207,上海,线上,Female,20-24,Weekday,T恤,5,594.0,5,6,49
11004,323,武汉,线下,Male,>=60,Weekday,当季新品,4,776.0,4,4,59
11005,208,重庆,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
11006,135,上海,线下,Male,30-34,Weekend,当季新品,1,54.0,1,1,59
11007,135,上海,线下,Female,35-39,Weekday,袜子,1,79.0,1,1,9
11008,207,上海,线上,Female,20-24,Weekend,T恤,2,198.0,2,2,49
11009,649,杭州,线下,Female,35-39,Weekday,T恤,1,97.31,1,1,49
11010,611,深圳,线下,Female,25-29,Weekend,袜子,1,19.0,1,1,9
11011,738,深圳,线下,Male,30-34,Weekend,T恤,2,198.0,2,2,49
11012,738,深圳,线下,Female,>=60,Weekday,当季新品,2,198.0,2,2,59
11013,323,武汉,线下,Female,40-44,Weekend,T恤,2,198.0,2,2,49
11014,605,成都,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
11015,21,北京,线下,Male,35-39,Weekday,短裤,1,39.0,1,1,19
11016,21,北京,线下,Male,30-34,Weekend,短裤,2,104.0,2,3,19
11017,360,成都,线下,Female,35-39,Weekend,T恤,2,158.0,2,2,49
11018,52,武汉,线上,Male,30-34,Weekday,短裤,2,80.0,2,2,19
11019,479,深圳,线下,Female,30-34,Weekend,T恤,1,118.0,1,2,49
11020,21,北京,线下,Male,30-34,Weekend,牛仔裤,1,59.0,1,1,69
11021,70,深圳,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
11022,479,深圳,线下,Male,>=60,Weekday,当季新品,1,79.0,1,1,59
11023,442,西安,线下,Female,30-34,Weekday,T恤,1,69.29,1,1,49
11024,479,深圳,线下,Female,30-34,Weekend,配件,1,59.0,1,1,29
11025,21,北京,线下,Female,20-24,Weekend,T恤,8,891.0,8,9,49
11026,759,重庆,线下,Female,30-34,Weekend,T恤,2,158.0,2,2,49
11027,758,杭州,线下,Male,25-29,Weekday,袜子,3,80.0,3,3,9
11028,182,广州,线上,Male,25-29,Weekday,当季新品,2,387.0,2,2,59
11029,168,武汉,线下,Male,30-34,Weekday,袜子,1,26.0,1,1,9
11030,605,成都,线下,Female,30-34,Weekday,T恤,2,198.0,2,2,49
11031,375,广州,线上,Female,35-39,Weekend,T恤,1,59.0,1,1,49
11032,479,深圳,线下,Male,20-24,Weekend,短裤,1,40.0,1,1,19
11033,669,重庆,线下,Female,30-34,Weekday,T恤,1,59.0,1,1,49
11034,70,深圳,线下,Female,20-24,Weekday,牛仔裤,2,348.0,2,2,69
11035,375,广州,线上,Female,<20,Weekday,T恤,1,99.0,1,1,49
11036,248,杭州,线下,Female,40-44,Weekend,短裤,1,79.0,1,1,19
11037,19,南京,线下,Female,20-24,Weekend,T恤,2,158.0,2,2,49
11038,229,深圳,线下,Male,45-49,Weekday,T恤,1,99.0,1,1,49
11039,280,深圳,线下,Female,<20,Weekend,T恤,1,79.0,1,1,49
11040,738,深圳,线下,Male,>=60,Weekend,T恤,1,158.0,1,2,49
11041,32,武汉,线上,Female,30-34,Weekday,T恤,1,77.0,1,1,49
11042,245,杭州,线下,Female,45-49,Weekday,裙子,2,597.0,2,3,59
11043,91,武汉,线上,Male,25-29,Weekend,T恤,1,59.0,1,1,49
11044,28,武汉,线上,Female,20-24,Weekday,T恤,1,79.0,1,1,49
11045,245,杭州,线下,Female,25-29,Weekday,T恤,2,198.0,2,2,49
11046,360,成都,线下,Female,<20,Weekday,T恤,1,99.0,1,1,49
11047,399,广州,线下,Female,25-29,Weekend,运动,1,149.0,1,1,49
11048,248,杭州,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
11049,142,上海,线下,Female,20-24,Weekday,当季新品,4,578.0,4,6,59
11050,479,深圳,线下,Female,20-24,Weekday,当季新品,1,79.0,1,1,59
11051,449,武汉,线下,Male,55-59,Weekday,短裤,1,33.0,1,1,19
11052,248,杭州,线下,Male,25-29,Weekend,T恤,4,396.0,4,4,49
11053,336,西安,线下,Female,25-29,Weekend,当季新品,1,54.0,1,1,59
11054,98,成都,线下,Female,35-39,Weekday,袜子,2,138.0,2,2,9
11055,137,西安,线上,Male,25-29,Weekend,袜子,1,20.0,1,1,9
11056,248,杭州,线下,Female,45-49,Weekend,当季新品,3,479.0,3,3,59
11057,335,上海,线下,Male,35-39,Weekday,短裤,1,33.0,1,1,19
11058,255,杭州,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
11059,369,广州,线下,Male,45-49,Weekend,T恤,1,79.0,1,1,49
11060,21,北京,线下,Male,40-44,Weekday,T恤,1,39.0,1,1,49
11061,796,深圳,线下,Female,40-44,Weekday,T恤,1,79.0,1,1,49
11062,182,广州,线上,Female,40-44,Weekday,袜子,1,38.0,2,2,9
11063,20,深圳,线下,Female,<20,Weekend,裙子,2,298.0,2,2,59
11064,280,深圳,线下,Female,40-44,Weekday,当季新品,1,54.0,1,1,59
11065,21,北京,线下,Male,20-24,Weekday,袜子,3,80.0,3,3,9
11066,28,武汉,线上,Female,25-29,Weekday,裙子,2,348.0,2,2,59
11067,360,成都,线下,Female,20-24,Weekday,运动,2,132.0,2,4,49
11068,360,成都,线下,Male,20-24,Weekday,T恤,1,138.64,1,2,49
11069,19,南京,线下,Female,25-29,Weekend,毛衣,2,292.0,2,2,99
11070,325,上海,线下,Female,25-29,Weekday,裙子,1,199.0,1,1,59
11071,738,深圳,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
11072,669,重庆,线下,Female,40-44,Weekday,配件,1,149.0,1,1,29
11073,605,成都,线下,Female,40-44,Weekday,当季新品,1,99.0,1,1,59
11074,142,上海,线下,Male,35-39,Weekend,T恤,1,39.0,1,1,49
11075,399,广州,线下,Female,30-34,Weekend,袜子,3,237.0,3,3,9
11076,46,武汉,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
11077,28,武汉,线上,Male,20-24,Weekday,T恤,2,237.0,2,3,49
11078,831,杭州,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
11079,649,杭州,线下,Female,35-39,Weekend,当季新品,2,289.0,2,3,59
11080,32,武汉,线上,Female,35-39,Weekend,T恤,3,297.0,3,3,49
11081,91,武汉,线上,Female,35-39,Weekday,短裤,2,72.0,2,2,19
11082,658,深圳,线下,Female,25-29,Weekend,牛仔裤,2,98.0,2,2,69
11083,231,广州,线下,Female,20-24,Weekday,T恤,1,69.25,1,1,49
11084,229,深圳,线下,Female,30-34,Weekday,毛衣,3,644.75,3,3,99
11085,520,杭州,线下,Female,25-29,Weekend,短裤,1,40.0,1,1,19
11086,611,深圳,线下,Female,30-34,Weekday,当季新品,1,39.0,1,1,59
11087,70,深圳,线下,Male,35-39,Weekday,T恤,1,77.0,1,1,49
11088,335,上海,线下,Female,20-24,Weekday,牛仔裤,1,39.0,1,1,69
11089,91,武汉,线上,Female,35-39,Weekend,短裤,1,33.0,1,1,19
11090,21,北京,线下,Female,25-29,Weekday,T恤,12,1506.23,13,13,49
11091,649,杭州,线下,Female,25-29,Weekend,裙子,2,298.0,2,2,59
11092,207,上海,线上,Male,>=60,Weekday,当季新品,1,98.0,1,2,59
11093,137,西安,线上,Male,25-29,Weekend,裙子,1,99.0,1,1,59
11094,449,武汉,线下,Male,40-44,Weekday,当季新品,1,149.0,1,1,59
11095,91,武汉,线上,Male,30-34,Weekend,当季新品,2,138.0,2,2,59
11096,325,上海,线下,Female,55-59,Weekend,短裤,1,79.0,1,2,19
11097,256,武汉,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
11098,449,武汉,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
11099,46,武汉,线下,Female,30-34,Weekday,当季新品,3,147.0,3,3,59
11100,68,重庆,线上,Male,>=60,Weekday,T恤,1,198.0,1,2,49
11101,256,武汉,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
11102,758,杭州,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
11103,168,武汉,线下,Female,20-24,Weekend,T恤,1,59.0,1,1,49
11104,658,深圳,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
11105,399,广州,线下,Female,Unkown,Weekend,T恤,1,149.0,1,1,49
11106,520,杭州,线下,Female,40-44,Weekday,T恤,1,59.0,1,1,49
11107,442,西安,线下,Male,40-44,Weekend,袜子,1,59.0,1,3,9
11108,375,广州,线上,Female,30-34,Weekday,袜子,1,39.0,1,1,9
11109,20,深圳,线下,Female,25-29,Weekday,袜子,1,79.0,1,1,9
11110,738,深圳,线下,Male,50-54,Weekday,短裤,1,39.0,1,1,19
11111,20,深圳,线下,Female,30-34,Weekend,短裤,2,112.0,2,3,19
11112,759,重庆,线下,Female,25-29,Weekday,运动,3,347.0,3,3,49
11113,649,杭州,线下,Male,20-24,Weekday,T恤,5,495.0,5,5,49
11114,229,深圳,线下,Female,30-34,Weekend,T恤,2,198.0,2,2,49
11115,28,武汉,线上,Female,20-24,Weekday,短裤,1,79.0,1,2,19
11116,420,广州,线上,Female,35-39,Weekend,袜子,2,53.0,2,2,9
11117,182,广州,线上,Unkown,Unkown,Weekday,当季新品,1,189.0,1,1,59
11118,280,深圳,线下,Male,>=60,Weekend,牛仔裤,1,149.0,1,1,69
11119,21,北京,线下,Male,40-44,Weekday,T恤,1,59.0,1,1,49
11120,336,西安,线下,Female,25-29,Weekend,袜子,1,0.0,1,1,9
11121,802,西安,线下,Male,20-24,Weekend,T恤,3,656.0,3,4,49
11122,70,深圳,线下,Male,>=60,Weekday,裙子,1,149.0,1,1,59
11123,19,南京,线下,Male,35-39,Weekend,当季新品,1,77.0,1,1,59
11124,437,重庆,线下,Male,25-29,Weekday,短裤,1,33.0,1,1,19
11125,182,广州,线上,Female,35-39,Weekend,T恤,1,79.0,1,1,49
11126,420,广州,线上,Female,20-24,Weekend,T恤,1,79.0,1,1,49
11127,207,上海,线上,Male,25-29,Weekend,T恤,2,198.0,2,2,49
11128,91,武汉,线上,Female,35-39,Weekend,配件,5,355.0,5,5,29
11129,479,深圳,线下,Male,25-29,Weekend,T恤,1,39.0,1,1,49
11130,449,武汉,线下,Female,20-24,Weekday,T恤,1,96.0,1,1,49
11131,802,西安,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
11132,442,西安,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
11133,480,重庆,线下,Female,40-44,Weekend,牛仔裤,2,348.0,2,2,69
11134,248,杭州,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
11135,360,成都,线下,Female,<20,Weekday,T恤,1,118.0,1,2,49
11136,280,深圳,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
11137,758,杭州,线下,Female,55-59,Weekend,T恤,2,78.0,2,2,49
11138,648,西安,线下,Female,30-34,Weekend,T恤,2,198.0,2,2,49
11139,142,上海,线下,Female,20-24,Weekday,当季新品,1,108.0,1,2,59
11140,182,广州,线上,Male,25-29,Weekend,T恤,2,178.0,2,2,49
11141,738,深圳,线下,Male,30-34,Weekday,短裤,1,39.0,1,1,19
11142,323,武汉,线下,Male,<20,Weekend,T恤,1,79.0,1,1,49
11143,323,武汉,线下,Female,50-54,Weekend,T恤,1,59.0,1,1,49
11144,280,深圳,线下,Female,25-29,Weekend,T恤,2,118.0,2,2,49
11145,442,西安,线下,Female,50-54,Weekday,当季新品,1,79.0,1,1,59
11146,19,南京,线下,Male,25-29,Weekday,裙子,1,99.0,1,1,59
11147,21,北京,线下,Female,20-24,Weekday,T恤,5,495.0,5,5,49
11148,20,深圳,线下,Female,35-39,Weekday,当季新品,5,1043.0,5,7,59
11149,479,深圳,线下,Male,25-29,Weekend,T恤,2,198.0,2,2,49
11150,575,杭州,线下,Male,>=60,Weekday,运动,1,39.0,1,1,49
11151,442,西安,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
11152,375,广州,线上,Male,20-24,Weekday,当季新品,1,58.0,1,1,59
11153,758,杭州,线下,Male,25-29,Weekend,T恤,1,79.0,1,1,49
11154,312,杭州,线下,Female,30-34,Weekend,当季新品,1,77.0,1,1,59
11155,98,成都,线下,Female,30-34,Weekday,T恤,3,268.6,3,4,49
11156,231,广州,线下,Male,30-34,Weekend,运动,1,39.0,1,1,49
11157,738,深圳,线下,Female,20-24,Weekday,T恤,2,168.0,2,2,49
11158,248,杭州,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
11159,738,深圳,线下,Female,25-29,Weekend,T恤,2,158.0,2,2,49
11160,399,广州,线下,Female,20-24,Weekend,袜子,2,78.0,2,2,9
11161,496,上海,线下,Female,40-44,Weekday,运动,1,39.0,1,1,49
11162,616,成都,线下,Female,40-44,Weekday,当季新品,1,392.0,1,2,59
11163,611,深圳,线下,Male,20-24,Weekday,袜子,1,37.0,1,1,9
11164,658,深圳,线下,Female,55-59,Weekday,当季新品,1,58.0,1,1,59
11165,52,武汉,线上,Female,20-24,Weekend,T恤,1,79.0,1,1,49
11166,21,北京,线下,Female,>=60,Weekday,裙子,1,149.0,1,1,59
11167,669,重庆,线下,Male,25-29,Weekday,短裤,1,99.0,1,3,19
11168,256,武汉,线下,Female,45-49,Weekday,T恤,2,198.0,2,2,49
11169,98,成都,线下,Female,20-24,Weekend,毛衣,1,99.0,1,1,99
11170,142,上海,线下,Male,40-44,Weekend,T恤,1,79.0,1,1,49
11171,208,重庆,线下,Female,35-39,Weekday,运动,1,99.0,1,1,49
11172,479,深圳,线下,Female,25-29,Weekday,T恤,2,198.0,2,2,49
11173,605,成都,线下,Female,20-24,Weekday,牛仔裤,1,199.0,1,1,69
11174,323,武汉,线下,Female,30-34,Weekday,当季新品,1,158.0,1,2,59
11175,759,重庆,线下,Female,25-29,Weekend,T恤,1,249.0,1,1,49
11176,605,成都,线下,Female,45-49,Weekday,短裤,2,72.0,2,2,19
11177,231,广州,线下,Female,55-59,Weekday,当季新品,1,189.0,1,1,59
11178,360,成都,线下,Female,20-24,Weekday,毛衣,2,298.0,2,2,99
11179,32,武汉,线上,Male,20-24,Weekday,T恤,9,684.67,9,9,49
11180,20,深圳,线下,Female,45-49,Weekday,T恤,1,79.0,1,1,49
11181,70,深圳,线下,Male,40-44,Weekend,当季新品,1,49.0,1,1,59
11182,68,重庆,线上,Female,20-24,Weekend,当季新品,1,79.0,1,1,59
11183,611,深圳,线下,Male,>=60,Weekday,当季新品,1,79.0,1,1,59
11184,248,杭州,线下,Male,20-24,Weekend,袜子,3,100.0,3,4,9
11185,68,重庆,线上,Female,25-29,Weekend,T恤,1,99.0,1,1,49
11186,91,武汉,线上,Female,30-34,Weekday,T恤,3,236.0,3,3,49
11187,658,深圳,线下,Female,20-24,Weekend,T恤,3,396.0,3,4,49
11188,669,重庆,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
11189,182,广州,线上,Male,20-24,Weekday,短裤,1,66.0,1,2,19
11190,245,杭州,线下,Female,35-39,Weekend,配件,4,353.0,4,4,29
11191,831,杭州,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
11192,21,北京,线下,Male,35-39,Weekday,袜子,1,39.0,1,1,9
11193,399,广州,线下,Male,20-24,Weekday,袜子,3,159.0,3,6,9
11194,19,南京,线下,Female,20-24,Weekday,当季新品,2,278.0,2,2,59
11195,442,西安,线下,Male,20-24,Weekend,毛衣,1,149.0,1,1,99
11196,207,上海,线上,Male,20-24,Weekend,T恤,1,99.0,1,1,49
11197,21,北京,线下,Female,>=60,Weekend,配件,2,138.0,2,2,29
11198,280,深圳,线下,Female,25-29,Weekend,T恤,5,574.0,5,6,49
11199,649,杭州,线下,Female,35-39,Weekday,运动,4,596.0,4,4,49
11200,142,上海,线下,Female,35-39,Weekday,配件,1,57.0,1,1,29
11201,142,上海,线下,Female,20-24,Weekend,T恤,1,59.0,1,1,49
11202,91,武汉,线上,Male,25-29,Weekday,袜子,1,79.0,1,1,9
11203,245,杭州,线下,Male,45-49,Weekend,T恤,2,158.0,2,2,49
11204,737,深圳,线下,Female,30-34,Weekday,牛仔裤,7,1243.0,7,7,69
11205,142,上海,线下,Female,25-29,Weekend,配件,1,199.0,1,1,29
11206,146,杭州,线下,Male,30-34,Weekday,T恤,1,97.0,1,1,49
11207,520,杭州,线下,Male,35-39,Weekend,牛仔裤,1,19.0,1,1,69
11208,519,杭州,线下,Female,35-39,Weekend,T恤,1,249.0,1,1,49
11209,248,杭州,线下,Female,35-39,Weekend,T恤,3,297.0,3,3,49
11210,32,武汉,线上,Male,50-54,Weekend,运动,1,39.0,1,1,49
11211,207,上海,线上,Female,20-24,Weekend,T恤,1,99.0,1,1,49
11212,142,上海,线下,Female,50-54,Weekday,T恤,2,237.0,2,3,49
11213,369,广州,线下,Female,40-44,Weekend,T恤,2,158.0,2,2,49
11214,575,杭州,线下,Female,30-34,Weekday,配件,1,964.0,2,16,29
11215,20,深圳,线下,Male,Unkown,Weekday,T恤,1,59.0,1,1,49
11216,738,深圳,线下,Male,35-39,Weekday,T恤,1,158.0,1,2,49
11217,256,武汉,线下,Female,25-29,Weekend,袜子,1,79.0,1,1,9
11218,442,西安,线下,Female,40-44,Weekend,袜子,1,53.0,1,2,9
11219,575,杭州,线下,Male,>=60,Weekend,T恤,1,39.0,1,1,49
11220,21,北京,线下,Male,>=60,Weekday,T恤,2,198.0,2,2,49
11221,21,北京,线下,Male,50-54,Weekend,配件,1,198.0,1,2,29
11222,21,北京,线下,Female,25-29,Weekday,当季新品,8,1592.0,8,8,59
11223,360,成都,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
11224,135,上海,线下,Female,25-29,Weekend,袜子,1,27.0,1,1,9
11225,315,武汉,线下,Female,55-59,Weekday,运动,1,33.0,1,1,49
11226,168,武汉,线下,Male,30-34,Weekend,T恤,1,59.0,1,1,49
11227,420,广州,线上,Male,35-39,Weekday,毛衣,2,547.0,2,3,99
11228,137,西安,线上,Male,>=60,Weekend,配件,3,276.0,3,4,29
11229,758,杭州,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
11230,325,上海,线下,Male,35-39,Weekend,运动,2,117.0,2,3,49
11231,429,西安,线下,Male,20-24,Weekend,T恤,3,297.0,3,3,49
11232,449,武汉,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
11233,758,杭州,线下,Male,25-29,Weekend,T恤,2,189.68,2,3,49
11234,737,深圳,线下,Male,30-34,Weekend,T恤,2,198.0,2,2,49
11235,19,南京,线下,Female,40-44,Weekend,当季新品,1,99.0,1,1,59
11236,70,深圳,线下,Female,20-24,Weekday,T恤,6,472.94,6,6,49
11237,480,重庆,线下,Male,40-44,Weekday,短裤,1,79.0,1,1,19
11238,142,上海,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
11239,255,杭州,线下,Male,35-39,Weekend,T恤,1,99.0,1,1,49
11240,231,广州,线下,Female,30-34,Weekday,裙子,1,149.0,1,1,59
11241,229,深圳,线下,Female,30-34,Weekend,T恤,1,59.0,1,1,49
11242,231,广州,线下,Female,20-24,Weekend,袜子,1,39.0,1,1,9
11243,369,广州,线下,Male,35-39,Weekday,当季新品,1,57.0,1,1,59
11244,256,武汉,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
11245,375,广州,线上,Male,25-29,Weekend,T恤,1,79.0,1,1,49
11246,605,成都,线下,Female,30-34,Weekend,袜子,1,39.0,1,1,9
11247,312,杭州,线下,Female,45-49,Weekend,当季新品,1,149.0,1,1,59
11248,611,深圳,线下,Female,20-24,Weekend,T恤,1,198.0,1,2,49
11249,375,广州,线上,Female,40-44,Weekend,牛仔裤,1,149.0,1,1,69
11250,32,武汉,线上,Female,25-29,Weekday,袜子,2,158.0,2,2,9
11251,312,杭州,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
11252,137,西安,线上,Female,35-39,Weekend,T恤,1,158.0,1,2,49
11253,91,武汉,线上,Female,45-49,Weekend,牛仔裤,1,112.0,1,2,69
11254,437,重庆,线下,Female,30-34,Weekday,T恤,3,217.0,3,3,49
11255,32,武汉,线上,Female,45-49,Weekday,当季新品,1,76.0,1,1,59
11256,802,西安,线下,Female,20-24,Weekend,毛衣,2,448.0,2,2,99
11257,437,重庆,线下,Male,30-34,Weekend,T恤,2,198.0,2,2,49
11258,146,杭州,线下,Female,30-34,Weekday,牛仔裤,1,59.0,1,1,69
11259,91,武汉,线上,Male,30-34,Weekend,配件,2,231.0,2,3,29
11260,32,武汉,线上,Female,55-59,Weekday,当季新品,1,58.0,1,1,59
11261,248,杭州,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
11262,738,深圳,线下,Male,25-29,Weekday,袜子,1,78.0,2,3,9
11263,496,上海,线下,Female,25-29,Weekday,配件,2,198.0,2,2,29
11264,70,深圳,线下,Female,55-59,Weekday,袜子,1,26.0,1,1,9
11265,142,上海,线下,Male,45-49,Weekday,短裤,1,33.0,1,1,19
11266,520,杭州,线下,Female,35-39,Weekday,T恤,1,96.15,1,1,49
11267,496,上海,线下,Male,25-29,Weekend,T恤,1,79.0,1,1,49
11268,737,深圳,线下,Female,40-44,Weekday,T恤,1,79.0,1,1,49
11269,738,深圳,线下,Male,35-39,Weekday,T恤,2,118.0,2,2,49
11270,135,上海,线下,Female,25-29,Weekday,T恤,5,594.0,5,6,49
11271,738,深圳,线下,Female,30-34,Weekend,T恤,3,396.0,3,4,49
11272,19,南京,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
11273,325,上海,线下,Female,35-39,Weekday,配件,2,347.0,3,3,29
11274,336,西安,线下,Female,30-34,Weekend,当季新品,2,158.0,2,2,59
11275,207,上海,线上,Female,35-39,Weekday,T恤,6,609.0,7,8,49
11276,52,武汉,线上,Female,35-39,Weekday,T恤,2,156.0,2,2,49
11277,802,西安,线下,Male,20-24,Weekday,T恤,4,156.0,4,4,49
11278,19,南京,线下,Male,25-29,Weekday,配件,3,647.0,3,3,29
11279,496,上海,线下,Male,20-24,Weekday,T恤,1,95.01,1,1,49
11280,70,深圳,线下,Female,25-29,Weekend,T恤,6,594.0,6,6,49
11281,52,武汉,线上,Female,20-24,Weekday,袜子,2,138.0,2,2,9
11282,255,杭州,线下,Male,35-39,Weekday,当季新品,1,79.0,1,1,59
11283,91,武汉,线上,Male,30-34,Weekday,牛仔裤,2,298.0,2,2,69
11284,248,杭州,线下,Female,35-39,Weekend,牛仔裤,2,98.0,2,2,69
11285,616,成都,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
11286,520,杭州,线下,Male,20-24,Weekday,袜子,1,19.0,1,1,9
11287,496,上海,线下,Male,40-44,Weekday,配件,1,79.0,1,1,29
11288,430,成都,线下,Male,55-59,Weekend,配件,1,199.0,1,1,29
11289,575,杭州,线下,Male,>=60,Weekend,T恤,2,396.0,3,4,49
11290,648,西安,线下,Female,35-39,Weekday,裙子,1,149.0,1,1,59
11291,182,广州,线上,Male,25-29,Weekday,运动,6,261.0,6,7,49
11292,312,杭州,线下,Male,35-39,Weekday,T恤,1,79.0,1,1,49
11293,168,武汉,线下,Female,45-49,Weekday,T恤,1,99.0,1,1,49
11294,323,武汉,线下,Female,20-24,Weekday,配件,1,149.0,1,1,29
11295,738,深圳,线下,Female,40-44,Weekday,毛衣,1,199.0,1,1,99
11296,231,广州,线下,Female,25-29,Weekend,裙子,1,99.0,1,1,59
11297,207,上海,线上,Male,35-39,Weekend,运动,1,99.0,1,1,49
11298,323,武汉,线下,Male,>=60,Weekend,T恤,1,58.0,1,1,49
11299,430,成都,线下,Male,25-29,Weekend,裙子,1,145.0,1,1,59
11300,429,西安,线下,Male,40-44,Weekday,袜子,1,20.0,1,1,9
11301,21,北京,线下,Male,<20,Weekend,T恤,2,198.0,2,2,49
11302,137,西安,线上,Female,35-39,Weekday,短裤,1,59.0,1,1,19
11303,46,武汉,线下,Female,<20,Weekday,T恤,1,79.0,1,1,49
11304,759,重庆,线下,Female,20-24,Weekday,T恤,2,178.0,2,2,49
11305,323,武汉,线下,Male,20-24,Weekday,T恤,3,697.0,3,3,49
11306,375,广州,线上,Female,35-39,Weekday,T恤,1,79.0,1,1,49
11307,70,深圳,线下,Male,30-34,Weekend,当季新品,1,79.0,1,1,59
11308,229,深圳,线下,Male,20-24,Weekday,袜子,2,53.0,2,2,9
11309,20,深圳,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
11310,831,杭州,线下,Male,30-34,Weekday,袜子,1,27.0,1,1,9
11311,323,武汉,线下,Female,40-44,Weekend,当季新品,1,144.0,1,1,59
11312,312,杭州,线下,Female,25-29,Weekday,当季新品,3,543.0,3,3,59
11313,442,西安,线下,Male,40-44,Weekend,毛衣,2,489.0,2,3,99
11314,256,武汉,线下,Male,>=60,Weekend,袜子,1,79.0,1,1,9
